Exercise_ID,Exercise_Name,Body_Part,Condition,Equipment,Reps_Sets,Duration,Intensity_Level,Goal
8468,Toe Raises,Wrist,Mobility Issue,Dumbbell,2x16,18 min,High,Improve circulation
8469,Pelvic Tilt,Leg,Mobility Issue,Mat,4x17,16 min,High,Rehabilitation
8470,Bridging,Hip,Muscle Weakness,Resistance Band,2x13,9 min,Low,Reduce pain
8471,Shoulder Flexion,Leg,Stroke Recovery,Ball,3x10,8 min,High,Improve circulation
8472,Heel Slides,Ankle,Muscle Weakness,Chair,5x9,10 min,Low,Increase flexibility
8473,Knee Extensions,Arm,Arthritis,None,2x18,19 min,Medium,Improve mobility
8474,Hamstring Curl,Neck,Post Surgery,Dumbbell,2x17,7 min,High,Improve balance
8475,Bridging,Core,Chronic Pain,Mat,2x12,22 min,Low,Improve mobility
8476,Seated Marching,Back,Stiffness,Mat,2x17,6 min,High,Improve mobility
8477,Neck Stretch,Ankle,Stroke Recovery,Chair,4x11,20 min,Medium,Reduce pain
8478,Seated Marching,Core,Mobility Issue,Resistance Band,3x9,13 min,Low,Reduce pain
8479,Heel Slides,Shoulder,Lower Back Pain,None,4x10,17 min,High,Increase flexibility
8480,Arm Circles,Knee,Post Fracture,None,5x11,21 min,Low,Improve balance
8481,Wall Push-Ups,Ankle,Post Surgery,Wall,3x13,7 min,Low,Improve balance
8482,Sit to Stand,Wrist,Lower Back Pain,Dumbbell,4x17,19 min,Medium,Improve mobility
8483,Neck Stretch,Neck,Arthritis,Chair,3x13,19 min,Low,Rehabilitation
8484,Arm Circles,Arm,Post Surgery,Mat,5x18,22 min,Low,Improve mobility
8485,Sit to Stand,Core,Stiffness,Ball,2x13,11 min,Medium,Improve balance
8486,Pelvic Tilt,Hip,Stiffness,None,3x18,9 min,High,Improve mobility
8487,Bridging,Wrist,Post Surgery,Mat,5x13,6 min,High,Strengthen muscles
8488,Ankle Pumps,Core,Stiffness,Wall,2x11,13 min,High,Strengthen muscles
8489,Lunges,Wrist,Stiffness,Mat,2x19,12 min,Low,Increase flexibility
8490,Bridging,Knee,Stiffness,Mat,5x10,8 min,Medium,Improve balance
8491,Neck Stretch,Arm,Stiffness,Dumbbell,2x10,17 min,Low,Strengthen muscles
8492,Wrist Flexion,Back,Lower Back Pain,Ball,2x8,23 min,Medium,Improve mobility
8493,Neck Stretch,Core,Lower Back Pain,Ball,3x13,24 min,Medium,Strengthen muscles
8494,Sit to Stand,Shoulder,Post Surgery,Dumbbell,5x12,8 min,Medium,Reduce pain
8495,Neck Stretch,Core,Arthritis,Wall,3x14,7 min,High,Reduce pain
8496,Sit to Stand,Leg,Stroke Recovery,Resistance Band,4x11,25 min,High,Reduce pain
8497,Seated Marching,Knee,Muscle Weakness,Mat,4x12,16 min,Medium,Improve balance
8498,Trunk Rotation,Back,Muscle Weakness,Chair,5x10,15 min,Medium,Rehabilitation
8499,Toe Raises,Wrist,Chronic Pain,Resistance Band,2x19,11 min,Low,Improve circulation
8500,Ankle Pumps,Core,Lower Back Pain,Resistance Band,4x20,25 min,Medium,Rehabilitation
8501,Toe Raises,Hip,Post Fracture,Wall,4x10,7 min,High,Rehabilitation
8502,Hamstring Curl,Ankle,Lower Back Pain,None,2x18,8 min,High,Reduce pain
8503,Hamstring Curl,Knee,Arthritis,Chair,2x15,9 min,Low,Increase flexibility
8504,Ankle Pumps,Core,Arthritis,Dumbbell,4x18,9 min,Low,Increase flexibility
8505,Toe Raises,Wrist,Mobility Issue,None,3x11,6 min,Low,Strengthen muscles
8506,Arm Circles,Wrist,Chronic Pain,Resistance Band,5x13,12 min,Medium,Improve mobility
8507,Hamstring Curl,Neck,Sports Injury,Mat,4x15,18 min,Low,Improve mobility
8508,Seated Marching,Ankle,Mobility Issue,Chair,2x12,7 min,High,Reduce pain
8509,Lunges,Shoulder,Post Fracture,Chair,5x10,22 min,Medium,Improve balance
8510,Arm Circles,Leg,Lower Back Pain,Ball,2x11,25 min,High,Rehabilitation
8511,Hip Abduction,Neck,Arthritis,Ball,5x14,12 min,Low,Improve balance
8512,Bridging,Knee,Sports Injury,Ball,4x20,13 min,High,Improve mobility
8513,Trunk Rotation,Ankle,Arthritis,None,4x18,13 min,Low,Improve balance
8514,Knee Extensions,Back,Post Fracture,None,4x11,7 min,Medium,Strengthen muscles
8515,Seated Marching,Shoulder,Arthritis,Chair,5x12,23 min,High,Improve balance
8516,Hip Abduction,Neck,Muscle Weakness,None,5x13,14 min,Medium,Reduce pain
8517,Knee Extensions,Back,Chronic Pain,Dumbbell,5x19,21 min,Low,Improve balance
8518,Knee Extensions,Neck,Stiffness,Resistance Band,2x18,5 min,Low,Increase flexibility
8519,Ankle Pumps,Wrist,Post Surgery,Dumbbell,2x10,7 min,Medium,Strengthen muscles
8520,Wall Push-Ups,Back,Muscle Weakness,Ball,5x16,10 min,Medium,Rehabilitation
8521,Knee Extensions,Knee,Stiffness,Dumbbell,4x20,5 min,Medium,Rehabilitation
8522,Hamstring Curl,Leg,Stiffness,Ball,3x17,19 min,High,Improve circulation
8523,Lunges,Neck,Post Fracture,None,5x10,22 min,Low,Reduce pain
8524,Ankle Pumps,Back,Chronic Pain,Ball,5x14,10 min,Medium,Improve balance
8525,Calf Raises,Leg,Muscle Weakness,Ball,5x17,12 min,High,Improve mobility
8526,Seated Marching,Shoulder,Mobility Issue,Wall,2x11,25 min,Low,Strengthen muscles
8527,Hip Abduction,Back,Stiffness,Chair,5x20,9 min,Medium,Improve mobility
8528,Toe Raises,Arm,Post Fracture,Dumbbell,4x13,10 min,Low,Rehabilitation
8529,Sit to Stand,Neck,Chronic Pain,Dumbbell,4x19,16 min,High,Rehabilitation
8530,Knee Extensions,Ankle,Stiffness,Ball,4x12,23 min,Medium,Improve balance
8531,Quad Sets,Shoulder,Stiffness,Dumbbell,2x9,10 min,High,Improve circulation
8532,Calf Raises,Neck,Lower Back Pain,Dumbbell,3x8,10 min,High,Strengthen muscles
8533,Calf Raises,Shoulder,Post Fracture,Chair,2x19,11 min,High,Rehabilitation
8534,Hamstring Curl,Leg,Arthritis,Resistance Band,5x12,13 min,Low,Improve mobility
8535,Quad Sets,Shoulder,Chronic Pain,Mat,3x10,22 min,Low,Reduce pain
8536,Neck Stretch,Hip,Lower Back Pain,Wall,4x12,24 min,Low,Improve circulation
8537,Ankle Pumps,Core,Stiffness,Dumbbell,5x18,23 min,High,Improve balance
8538,Toe Raises,Shoulder,Arthritis,Chair,2x13,13 min,High,Increase flexibility
8539,Lunges,Shoulder,Lower Back Pain,Ball,2x17,21 min,Low,Reduce pain
8540,Wall Push-Ups,Core,Sports Injury,Chair,5x12,17 min,Low,Improve balance
8541,Wrist Flexion,Hip,Chronic Pain,Resistance Band,4x13,21 min,High,Reduce pain
8542,Calf Raises,Neck,Post Surgery,Chair,4x20,15 min,Medium,Reduce pain
8543,Toe Raises,Shoulder,Sports Injury,Mat,3x19,22 min,Low,Reduce pain
8544,Wall Push-Ups,Wrist,Stroke Recovery,Dumbbell,2x8,17 min,Medium,Improve circulation
8545,Quad Sets,Knee,Sports Injury,Ball,5x14,20 min,High,Strengthen muscles
8546,Arm Circles,Wrist,Chronic Pain,Ball,4x20,5 min,Medium,Rehabilitation
8547,Wall Push-Ups,Leg,Arthritis,Wall,3x10,15 min,Medium,Improve mobility
8548,Heel Slides,Shoulder,Mobility Issue,Mat,2x11,7 min,Low,Improve circulation
8549,Finger Stretch,Back,Stroke Recovery,Resistance Band,5x17,17 min,Low,Improve mobility
8550,Lunges,Arm,Sports Injury,Mat,2x8,13 min,High,Improve balance
8551,Seated Marching,Arm,Lower Back Pain,Resistance Band,5x16,20 min,High,Rehabilitation
8552,Toe Raises,Ankle,Sports Injury,Resistance Band,3x18,8 min,High,Improve circulation
8553,Arm Circles,Neck,Mobility Issue,Wall,2x13,19 min,Medium,Strengthen muscles
8554,Trunk Rotation,Core,Chronic Pain,Ball,4x11,13 min,Medium,Improve balance
8555,Wall Push-Ups,Hip,Chronic Pain,Resistance Band,4x11,25 min,Medium,Improve mobility
8556,Sit to Stand,Hip,Mobility Issue,Chair,2x14,15 min,Medium,Improve circulation
8557,Heel Slides,Knee,Lower Back Pain,None,5x16,5 min,Low,Strengthen muscles
8558,Knee Extensions,Shoulder,Sports Injury,Mat,4x15,7 min,Low,Rehabilitation
8559,Shoulder Flexion,Core,Lower Back Pain,Ball,4x19,14 min,High,Improve balance
8560,Arm Circles,Hip,Post Fracture,Mat,3x20,19 min,Medium,Strengthen muscles
8561,Toe Raises,Arm,Post Surgery,Wall,2x10,17 min,Medium,Rehabilitation
8562,Hip Abduction,Arm,Mobility Issue,Ball,2x17,23 min,Low,Strengthen muscles
8563,Neck Stretch,Neck,Stiffness,Resistance Band,5x13,14 min,Low,Reduce pain
8564,Lunges,Hip,Post Fracture,Wall,2x14,25 min,Low,Improve mobility
8565,Calf Raises,Neck,Lower Back Pain,Ball,3x9,18 min,Medium,Improve mobility
8566,Arm Circles,Back,Chronic Pain,None,5x20,19 min,High,Improve balance
8567,Wall Push-Ups,Back,Post Surgery,Mat,4x12,15 min,Medium,Increase flexibility
8568,Ankle Pumps,Arm,Chronic Pain,Wall,3x17,6 min,Low,Reduce pain
8569,Ankle Pumps,Knee,Lower Back Pain,Wall,3x16,12 min,High,Improve balance
8570,Arm Circles,Neck,Sports Injury,Dumbbell,5x20,8 min,Medium,Strengthen muscles
8571,Bridging,Knee,Post Fracture,Mat,3x20,19 min,Medium,Increase flexibility
8572,Calf Raises,Shoulder,Stroke Recovery,Mat,4x12,23 min,Low,Increase flexibility
8573,Hip Abduction,Shoulder,Arthritis,Mat,3x9,18 min,Low,Rehabilitation
8574,Wrist Flexion,Core,Muscle Weakness,Wall,3x17,18 min,Low,Increase flexibility
8575,Shoulder Flexion,Knee,Post Fracture,Mat,3x8,12 min,High,Reduce pain
8576,Hip Abduction,Hip,Mobility Issue,Chair,4x18,19 min,High,Improve circulation
8577,Shoulder Flexion,Back,Sports Injury,Dumbbell,2x18,17 min,Medium,Strengthen muscles
8578,Trunk Rotation,Ankle,Chronic Pain,None,3x19,16 min,Low,Improve circulation
8579,Arm Circles,Leg,Muscle Weakness,Resistance Band,2x12,7 min,High,Rehabilitation
8580,Knee Extensions,Ankle,Arthritis,Chair,4x19,18 min,High,Increase flexibility
8581,Finger Stretch,Ankle,Arthritis,Resistance Band,4x15,24 min,Low,Improve circulation
8582,Neck Stretch,Leg,Muscle Weakness,Dumbbell,2x8,12 min,Low,Reduce pain
8583,Bridging,Shoulder,Sports Injury,Wall,2x15,24 min,Low,Reduce pain
8584,Sit to Stand,Arm,Lower Back Pain,Ball,2x14,23 min,High,Rehabilitation
8585,Ankle Pumps,Leg,Mobility Issue,Dumbbell,2x17,8 min,Low,Improve balance
8586,Shoulder Flexion,Core,Post Fracture,Wall,2x11,22 min,Low,Rehabilitation
8587,Pelvic Tilt,Hip,Stiffness,Wall,4x16,22 min,Medium,Improve circulation
8588,Toe Raises,Leg,Post Fracture,Chair,5x17,13 min,High,Increase flexibility
8589,Pelvic Tilt,Ankle,Stroke Recovery,Mat,4x13,22 min,Low,Strengthen muscles
8590,Bridging,Neck,Muscle Weakness,Ball,5x9,5 min,Medium,Reduce pain
8591,Finger Stretch,Leg,Chronic Pain,Chair,5x14,8 min,Low,Strengthen muscles
8592,Calf Raises,Shoulder,Lower Back Pain,Dumbbell,2x9,7 min,High,Improve mobility
8593,Wrist Flexion,Knee,Mobility Issue,None,2x9,18 min,High,Reduce pain
8594,Shoulder Flexion,Shoulder,Post Surgery,None,2x9,9 min,Low,Rehabilitation
8595,Toe Raises,Neck,Chronic Pain,Ball,5x10,13 min,High,Improve balance
8596,Quad Sets,Wrist,Post Fracture,None,5x11,23 min,Medium,Improve balance
8597,Lunges,Wrist,Mobility Issue,Chair,5x8,14 min,Medium,Rehabilitation
8598,Neck Stretch,Knee,Stroke Recovery,Mat,5x9,6 min,Low,Strengthen muscles
8599,Finger Stretch,Ankle,Chronic Pain,Chair,5x8,24 min,Medium,Improve mobility
8600,Calf Raises,Neck,Stiffness,Mat,5x11,20 min,Medium,Reduce pain
8601,Calf Raises,Ankle,Mobility Issue,Mat,4x9,16 min,Medium,Rehabilitation
8602,Wall Push-Ups,Back,Lower Back Pain,Dumbbell,3x8,12 min,Medium,Improve balance
8603,Wall Push-Ups,Knee,Stroke Recovery,Dumbbell,4x12,16 min,High,Rehabilitation
8604,Wall Push-Ups,Arm,Post Surgery,Wall,3x14,25 min,Low,Reduce pain
8605,Bridging,Knee,Post Fracture,Wall,2x11,22 min,High,Improve balance
8606,Bridging,Back,Lower Back Pain,None,4x16,8 min,Low,Strengthen muscles
8607,Heel Slides,Ankle,Stiffness,Mat,4x18,14 min,Low,Strengthen muscles
8608,Pelvic Tilt,Wrist,Lower Back Pain,None,2x13,7 min,Low,Improve circulation
8609,Wrist Flexion,Knee,Post Fracture,Dumbbell,5x11,20 min,High,Increase flexibility
8610,Heel Slides,Knee,Arthritis,Ball,4x10,15 min,Low,Improve mobility
8611,Bridging,Wrist,Post Surgery,None,4x19,23 min,High,Improve balance
8612,Finger Stretch,Arm,Chronic Pain,Ball,3x10,5 min,High,Improve balance
8613,Sit to Stand,Shoulder,Chronic Pain,Dumbbell,2x14,5 min,Low,Improve mobility
8614,Lunges,Hip,Mobility Issue,Dumbbell,3x16,23 min,Low,Reduce pain
8615,Neck Stretch,Neck,Lower Back Pain,None,4x18,14 min,Medium,Improve balance
8616,Shoulder Flexion,Arm,Sports Injury,Mat,2x13,21 min,Medium,Improve mobility
8617,Hamstring Curl,Arm,Post Fracture,Resistance Band,2x13,10 min,High,Increase flexibility
8618,Pelvic Tilt,Neck,Post Surgery,Resistance Band,4x11,25 min,Low,Rehabilitation
8619,Ankle Pumps,Ankle,Stiffness,Mat,4x18,5 min,Low,Improve circulation
8620,Toe Raises,Neck,Chronic Pain,Wall,2x11,16 min,High,Improve circulation
8621,Quad Sets,Shoulder,Chronic Pain,Resistance Band,4x9,20 min,Medium,Improve mobility
8622,Finger Stretch,Neck,Post Fracture,Resistance Band,5x19,8 min,High,Reduce pain
8623,Toe Raises,Back,Post Fracture,Wall,5x19,6 min,Low,Improve mobility
8624,Trunk Rotation,Neck,Muscle Weakness,Chair,3x18,15 min,High,Improve mobility
8625,Knee Extensions,Ankle,Arthritis,Chair,4x9,15 min,Low,Rehabilitation
8626,Arm Circles,Arm,Sports Injury,Dumbbell,3x13,23 min,Medium,Improve circulation
8627,Wrist Flexion,Arm,Sports Injury,Mat,2x17,12 min,Medium,Reduce pain
8628,Lunges,Hip,Lower Back Pain,Mat,2x10,17 min,Low,Improve circulation
8629,Arm Circles,Wrist,Post Surgery,Ball,4x10,14 min,High,Rehabilitation
8630,Arm Circles,Leg,Stiffness,Ball,2x11,16 min,Low,Strengthen muscles
8631,Toe Raises,Ankle,Arthritis,None,4x9,7 min,High,Rehabilitation
8632,Wrist Flexion,Back,Sports Injury,Dumbbell,4x9,11 min,Low,Rehabilitation
8633,Quad Sets,Neck,Stiffness,Dumbbell,2x20,21 min,High,Improve circulation
8634,Calf Raises,Leg,Stroke Recovery,Resistance Band,3x9,6 min,Low,Improve balance
8635,Lunges,Leg,Stiffness,Dumbbell,3x15,5 min,Low,Increase flexibility
8636,Bridging,Hip,Chronic Pain,Chair,5x12,25 min,High,Reduce pain
8637,Knee Extensions,Wrist,Chronic Pain,Dumbbell,5x11,14 min,Low,Reduce pain
8638,Arm Circles,Back,Sports Injury,Mat,3x12,12 min,High,Increase flexibility
8639,Shoulder Flexion,Hip,Muscle Weakness,Mat,5x15,12 min,High,Improve mobility
8640,Shoulder Flexion,Back,Sports Injury,Mat,3x15,5 min,High,Reduce pain
8641,Arm Circles,Hip,Lower Back Pain,None,3x10,12 min,High,Improve circulation
8642,Hamstring Curl,Back,Post Fracture,Chair,2x11,14 min,Medium,Improve balance
8643,Toe Raises,Ankle,Sports Injury,None,2x9,15 min,Low,Strengthen muscles
8644,Shoulder Flexion,Back,Arthritis,Chair,5x12,8 min,High,Improve circulation
8645,Lunges,Wrist,Post Surgery,Dumbbell,5x12,19 min,Medium,Improve balance
8646,Toe Raises,Arm,Arthritis,None,4x14,12 min,Low,Reduce pain
8647,Sit to Stand,Back,Stiffness,Resistance Band,3x18,24 min,High,Improve mobility
8648,Calf Raises,Ankle,Post Surgery,Dumbbell,2x17,12 min,Low,Improve balance
8649,Calf Raises,Knee,Post Surgery,None,5x18,24 min,Medium,Rehabilitation
8650,Neck Stretch,Ankle,Post Surgery,Wall,4x19,13 min,Low,Improve balance
8651,Shoulder Flexion,Ankle,Arthritis,Wall,5x19,17 min,High,Rehabilitation
8652,Trunk Rotation,Ankle,Post Surgery,Wall,5x16,25 min,Medium,Improve mobility
8653,Heel Slides,Wrist,Sports Injury,Chair,3x15,18 min,High,Strengthen muscles
8654,Sit to Stand,Neck,Mobility Issue,Wall,3x9,20 min,Low,Improve mobility
8655,Calf Raises,Leg,Post Fracture,Wall,5x17,15 min,Medium,Strengthen muscles
8656,Heel Slides,Hip,Arthritis,Chair,3x20,17 min,High,Improve balance
8657,Toe Raises,Hip,Post Surgery,Wall,2x11,5 min,High,Improve mobility
8658,Neck Stretch,Shoulder,Post Surgery,Chair,2x11,18 min,Medium,Increase flexibility
8659,Trunk Rotation,Arm,Mobility Issue,None,5x10,8 min,Low,Reduce pain
8660,Seated Marching,Leg,Stroke Recovery,Chair,3x17,19 min,High,Improve mobility
8661,Finger Stretch,Wrist,Stroke Recovery,Wall,2x15,22 min,High,Improve mobility
8662,Wrist Flexion,Wrist,Sports Injury,Mat,2x12,18 min,Low,Improve circulation
8663,Sit to Stand,Wrist,Stiffness,Chair,3x12,7 min,High,Rehabilitation
8664,Neck Stretch,Knee,Arthritis,Dumbbell,5x10,15 min,High,Increase flexibility
8665,Calf Raises,Knee,Post Fracture,Resistance Band,5x20,15 min,High,Improve circulation
8666,Hamstring Curl,Ankle,Sports Injury,Wall,2x9,23 min,Medium,Increase flexibility
8667,Hamstring Curl,Wrist,Stroke Recovery,Ball,4x16,14 min,Medium,Improve mobility
8668,Ankle Pumps,Hip,Stroke Recovery,Dumbbell,4x15,8 min,Medium,Rehabilitation
8669,Wall Push-Ups,Hip,Muscle Weakness,Resistance Band,3x20,14 min,Low,Increase flexibility
8670,Wrist Flexion,Knee,Stiffness,Wall,3x14,23 min,High,Reduce pain
8671,Heel Slides,Ankle,Sports Injury,None,4x13,20 min,Medium,Improve mobility
8672,Hamstring Curl,Core,Sports Injury,None,3x8,15 min,High,Rehabilitation
8673,Heel Slides,Core,Sports Injury,Wall,2x13,8 min,High,Strengthen muscles
8674,Calf Raises,Hip,Stroke Recovery,Resistance Band,2x16,24 min,Low,Reduce pain
8675,Arm Circles,Knee,Stroke Recovery,Dumbbell,5x8,21 min,Low,Improve circulation
8676,Ankle Pumps,Hip,Mobility Issue,Dumbbell,2x19,13 min,Low,Rehabilitation
8677,Calf Raises,Neck,Muscle Weakness,Chair,3x10,7 min,Medium,Improve circulation
8678,Seated Marching,Leg,Stroke Recovery,Wall,4x18,17 min,High,Improve balance
8679,Lunges,Leg,Mobility Issue,None,4x14,20 min,Low,Rehabilitation
8680,Hamstring Curl,Core,Stroke Recovery,Resistance Band,5x15,22 min,Low,Improve balance
8681,Hamstring Curl,Wrist,Lower Back Pain,Dumbbell,2x10,6 min,Medium,Improve circulation
8682,Pelvic Tilt,Core,Lower Back Pain,Resistance Band,3x10,11 min,Low,Improve circulation
8683,Arm Circles,Back,Sports Injury,Wall,5x9,22 min,Low,Strengthen muscles
8684,Finger Stretch,Leg,Lower Back Pain,Chair,5x14,17 min,Medium,Strengthen muscles
8685,Calf Raises,Hip,Stroke Recovery,Dumbbell,5x19,7 min,Low,Improve balance
8686,Finger Stretch,Knee,Chronic Pain,Wall,4x13,11 min,Low,Improve balance
8687,Arm Circles,Shoulder,Post Fracture,Resistance Band,5x13,17 min,Low,Improve circulation
8688,Lunges,Back,Muscle Weakness,Mat,5x11,13 min,Low,Improve circulation
8689,Knee Extensions,Knee,Post Fracture,Resistance Band,4x8,20 min,Low,Improve mobility
8690,Knee Extensions,Leg,Arthritis,Chair,4x14,14 min,High,Increase flexibility
8691,Calf Raises,Leg,Chronic Pain,Wall,5x18,5 min,Medium,Strengthen muscles
8692,Toe Raises,Back,Arthritis,Wall,5x11,21 min,High,Rehabilitation
8693,Pelvic Tilt,Hip,Sports Injury,Chair,2x11,10 min,High,Improve mobility
8694,Ankle Pumps,Wrist,Muscle Weakness,Chair,5x18,5 min,High,Reduce pain
8695,Wall Push-Ups,Neck,Stroke Recovery,Resistance Band,4x12,22 min,Medium,Improve circulation
8696,Finger Stretch,Leg,Post Surgery,Mat,2x10,9 min,Medium,Improve balance
8697,Lunges,Ankle,Mobility Issue,Chair,3x9,12 min,Medium,Rehabilitation
8698,Finger Stretch,Leg,Stroke Recovery,Mat,3x19,21 min,Medium,Improve circulation
8699,Neck Stretch,Hip,Post Surgery,Wall,4x9,9 min,Medium,Improve balance
8700,Wrist Flexion,Neck,Stiffness,Dumbbell,3x18,14 min,Medium,Improve mobility
8701,Seated Marching,Hip,Lower Back Pain,Chair,5x18,24 min,High,Improve circulation
8702,Pelvic Tilt,Core,Arthritis,Chair,3x20,17 min,Low,Strengthen muscles
8703,Neck Stretch,Leg,Stiffness,Resistance Band,2x11,15 min,Low,Rehabilitation
8704,Wall Push-Ups,Core,Chronic Pain,Resistance Band,3x16,13 min,Low,Rehabilitation
8705,Seated Marching,Shoulder,Arthritis,None,2x8,18 min,Medium,Reduce pain
8706,Trunk Rotation,Leg,Post Surgery,Dumbbell,2x12,18 min,Medium,Increase flexibility
8707,Wall Push-Ups,Neck,Muscle Weakness,Dumbbell,4x15,23 min,Low,Rehabilitation
8708,Ankle Pumps,Ankle,Chronic Pain,Wall,4x9,15 min,Low,Improve circulation
8709,Hip Abduction,Hip,Stroke Recovery,Wall,3x17,20 min,High,Increase flexibility
8710,Knee Extensions,Wrist,Arthritis,None,5x20,6 min,Medium,Improve balance
8711,Lunges,Wrist,Mobility Issue,Mat,2x8,22 min,Low,Rehabilitation
8712,Bridging,Shoulder,Mobility Issue,Ball,5x20,20 min,Medium,Reduce pain
8713,Hip Abduction,Core,Sports Injury,Mat,4x10,8 min,Medium,Increase flexibility
8714,Quad Sets,Core,Lower Back Pain,Wall,2x20,21 min,Medium,Improve balance
8715,Heel Slides,Shoulder,Chronic Pain,Ball,2x20,13 min,High,Reduce pain
8716,Quad Sets,Hip,Chronic Pain,Ball,4x8,22 min,Low,Improve mobility
8717,Toe Raises,Knee,Stroke Recovery,Ball,3x9,21 min,High,Improve mobility
8718,Shoulder Flexion,Shoulder,Mobility Issue,None,4x15,7 min,High,Increase flexibility
8719,Quad Sets,Leg,Stroke Recovery,Mat,3x18,12 min,Low,Reduce pain
8720,Knee Extensions,Back,Chronic Pain,Dumbbell,5x8,17 min,Medium,Strengthen muscles
8721,Hamstring Curl,Back,Stroke Recovery,Ball,5x17,9 min,Low,Reduce pain
8722,Pelvic Tilt,Ankle,Post Surgery,Ball,3x9,13 min,Low,Rehabilitation
8723,Arm Circles,Knee,Stroke Recovery,Dumbbell,3x8,22 min,Medium,Increase flexibility
8724,Hip Abduction,Core,Post Fracture,Mat,4x9,19 min,High,Improve circulation
8725,Quad Sets,Shoulder,Sports Injury,Mat,2x16,23 min,Low,Improve balance
8726,Toe Raises,Ankle,Post Fracture,Ball,2x15,13 min,Medium,Increase flexibility
8727,Lunges,Back,Sports Injury,None,4x13,7 min,Medium,Reduce pain
8728,Quad Sets,Core,Lower Back Pain,Resistance Band,3x19,8 min,High,Rehabilitation
8729,Calf Raises,Neck,Stroke Recovery,Dumbbell,2x12,22 min,High,Strengthen muscles
8730,Ankle Pumps,Core,Post Fracture,Chair,4x10,5 min,Low,Improve balance
8731,Seated Marching,Shoulder,Stiffness,Ball,5x13,5 min,Low,Improve circulation
8732,Ankle Pumps,Shoulder,Chronic Pain,Wall,4x11,14 min,Medium,Increase flexibility
8733,Wall Push-Ups,Shoulder,Muscle Weakness,Mat,3x18,14 min,Medium,Improve circulation
8734,Arm Circles,Core,Sports Injury,Wall,4x16,7 min,Medium,Strengthen muscles
8735,Sit to Stand,Back,Lower Back Pain,Resistance Band,2x19,11 min,Medium,Improve mobility
8736,Seated Marching,Back,Mobility Issue,Chair,2x16,21 min,High,Improve balance
8737,Pelvic Tilt,Back,Stiffness,Resistance Band,3x15,18 min,Medium,Improve balance
8738,Toe Raises,Back,Muscle Weakness,Chair,2x18,15 min,Low,Reduce pain
8739,Arm Circles,Ankle,Mobility Issue,Dumbbell,4x13,25 min,Low,Improve balance
8740,Wall Push-Ups,Back,Muscle Weakness,Wall,3x18,20 min,High,Improve mobility
8741,Calf Raises,Core,Post Surgery,Chair,3x10,21 min,Medium,Increase flexibility
8742,Wrist Flexion,Core,Stiffness,Wall,3x14,7 min,High,Improve circulation
8743,Hamstring Curl,Wrist,Lower Back Pain,Resistance Band,5x12,12 min,Medium,Improve balance
8744,Lunges,Ankle,Stiffness,None,2x16,9 min,Medium,Reduce pain
8745,Bridging,Wrist,Stroke Recovery,Mat,4x12,6 min,Low,Increase flexibility
8746,Shoulder Flexion,Wrist,Arthritis,Chair,5x18,23 min,High,Improve balance
8747,Calf Raises,Wrist,Mobility Issue,None,4x9,7 min,Low,Improve mobility
8748,Hamstring Curl,Hip,Muscle Weakness,Chair,3x20,14 min,High,Increase flexibility
8749,Hamstring Curl,Back,Stiffness,Mat,4x18,10 min,High,Improve mobility
8750,Wrist Flexion,Neck,Sports Injury,Dumbbell,2x15,16 min,High,Improve mobility
8751,Pelvic Tilt,Hip,Stiffness,Mat,5x14,6 min,Low,Improve mobility
8752,Seated Marching,Neck,Stroke Recovery,Chair,3x16,18 min,Medium,Increase flexibility
8753,Hip Abduction,Leg,Arthritis,Dumbbell,2x13,21 min,Medium,Strengthen muscles
8754,Heel Slides,Shoulder,Post Surgery,Chair,3x19,7 min,High,Improve circulation
8755,Hamstring Curl,Leg,Sports Injury,Mat,5x15,11 min,Medium,Reduce pain
8756,Neck Stretch,Leg,Stiffness,Ball,5x19,14 min,Medium,Reduce pain
8757,Heel Slides,Core,Arthritis,None,3x10,9 min,High,Strengthen muscles
8758,Shoulder Flexion,Knee,Post Surgery,Chair,4x16,20 min,High,Improve circulation
8759,Lunges,Neck,Post Fracture,Dumbbell,5x19,12 min,Medium,Improve mobility
8760,Wall Push-Ups,Neck,Sports Injury,Wall,3x10,10 min,Low,Improve circulation
8761,Knee Extensions,Back,Sports Injury,Ball,5x15,16 min,High,Improve balance
8762,Heel Slides,Ankle,Muscle Weakness,None,4x8,25 min,Low,Improve balance
8763,Wall Push-Ups,Knee,Stiffness,Mat,3x20,16 min,Medium,Improve circulation
8764,Pelvic Tilt,Leg,Mobility Issue,Dumbbell,2x19,11 min,Medium,Reduce pain
8765,Quad Sets,Core,Muscle Weakness,Mat,2x10,22 min,Medium,Improve balance
8766,Heel Slides,Arm,Mobility Issue,Wall,4x18,11 min,Medium,Improve circulation
8767,Neck Stretch,Knee,Sports Injury,Ball,4x11,17 min,Low,Improve mobility
8768,Lunges,Back,Stroke Recovery,Ball,4x15,11 min,Medium,Rehabilitation
8769,Trunk Rotation,Back,Arthritis,Resistance Band,3x8,22 min,Medium,Increase flexibility
8770,Neck Stretch,Hip,Sports Injury,Resistance Band,3x8,25 min,High,Reduce pain
8771,Calf Raises,Wrist,Stiffness,Wall,2x19,22 min,Medium,Reduce pain
8772,Ankle Pumps,Leg,Chronic Pain,Dumbbell,3x20,16 min,Low,Reduce pain
8773,Ankle Pumps,Shoulder,Muscle Weakness,Mat,4x20,16 min,High,Rehabilitation
